"1",0.3,0.2,0.1,0.3,0.2,0.2,0.1,0.3,0.2,0.1,0.1,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.3,0.3,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.3,0.1,0.1,0.3,0.1,0.2,0.2,0.2,0.1,0.3,0.2,0.2,0.1,0.1,0.2,0.3,0.1,0.3,0.2,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.2,0.3,0.1,0.3,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.3,0.3,0.2,0.1,0.3,0.1,0.3,0.3,0.1,0.1,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.1,0.1,-1,"v","627z3"
"2",0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.3,0.2,0.1,0.2,0.3,0.1,0.3,0.1,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.1,0.1,0.3,0.3,0.1,0.3,0.1,0.3,0.3,0.2,0.3,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.3,0.2,0.3,0.3,0.1,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.1,0.3,0.1,0.2,0.1,0.1,0.3,0.2,0.3,0.2,0.2,0.1,0.3,0.3,0.2,0.2,0.1,0,"e","pk-3w"
"3",0.2,0.3,0.3,0.1,0.1,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.2,0.1,0.3,0.1,0.2,0.3,0.3,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.2,0.1,0.1,0.3,0.3,0.2,0.2,0.1,0.2,0.2,0.3,0.3,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.1,0.1,0.3,0.1,0.2,0.3,0.1,0.1,0.2,0.1,0.3,0.3,0.3,0.3,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.3,0.1,0.2,1,"q","wjrk896"
"4",0.2,0.2,0.1,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.2,0.2,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.3,0.3,0.3,0.2,0.3,0.1,0.1,0.3,0.3,0.2,0.2,0.3,0.3,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.3,0.2,0.1,0.2,0.1,0.3,0.1,0.2,0.2,0.1,0.2,0.3,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.3,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.3,0.3,-1,"s","pg-8"
"5",0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.3,0.2,0.2,0.1,0.2,0.3,0.1,0.3,0.1,0.2,0.1,0.3,0.2,0.3,0.3,0.1,0.2,0.3,0.1,0.1,0.3,0.2,0.3,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.3,0.3,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.1,0.3,0.2,0.3,0.2,0.3,0.2,0.1,0.1,0.3,0.1,0.2,0.3,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.3,0.1,0.1,-1,"j","qbl"
"6",0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.3,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.3,0.3,0.2,0.3,0.1,0.1,0.3,0.2,0.3,0.1,0.1,0.2,0.3,0.1,0.2,0.3,0.2,0.3,0.3,0.2,0.1,0.3,0.2,0.2,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.2,0.3,0.2,0.3,0.1,0.3,0.3,0.3,0.1,0.3,0.2,0.2,0.1,0.1,0.2,0.3,0.1,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.1,0.3,0.2,0,"t","2e"
"7",0.2,0.2,0.2,0.3,0.2,0.3,0.1,0.2,0.2,0.2,0.1,0.3,0.2,0.3,0.1,0.1,0.3,0.3,0.1,0.3,0.2,0.1,0.3,0.3,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.3,0.2,0.1,0.2,0.2,0.3,0.1,0.3,0.1,0.2,0.3,0.3,0.3,0.1,0.2,0.2,0.3,0.3,0.1,0.1,0.3,0.2,0.3,0.2,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.3,0.3,0.3,0.2,0.3,0.2,0.1,0.2,0.1,0.2,0.1,0.3,0.1,0.1,0.3,0.1,0.3,0.1,0.3,0.3,0.3,0.1,0.2,0.3,0.3,0.2,0.3,1,"u","3x"
"8",0.3,0.3,0.3,0.3,0.1,0.3,0.3,0.1,0.1,0.3,0.1,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.1,0.3,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.3,0.2,0.2,0.1,0.3,0.1,0.3,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.1,0.3,0.3,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.3,0.1,0.2,0.2,0.3,0.2,0.1,-1,"z","8d7kw-5"
"9",0.2,0.1,0.1,0.1,0.3,0.3,0.1,0.2,0.3,0.2,0.2,0.3,0.2,0.1,0.3,0.1,0.2,0.3,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.3,0.1,0.1,0.1,0.2,0.2,0.1,0.3,0.1,0.2,0.2,0.1,0.2,0.3,0.3,0.1,0.3,0.2,0.3,0.1,0.1,0.3,0.1,0.1,0.3,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.1,0.2,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.3,0.2,0.3,1,"p","vk6g-8b4"
"10",0.2,0.3,0.2,0.3,0.1,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.1,0.1,0.3,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.1,0.3,0.3,0.1,0.2,0.1,0.2,0.3,0.3,0.1,0.3,0.1,0.2,0.1,0.2,0.2,0.3,0.3,0.3,0.1,0.3,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.3,0.3,0.2,0.1,0.3,0.2,0.1,0.3,0.2,0.2,0.3,0.1,0.3,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.1,0.2,0.2,0.2,0.3,0.2,0.3,-1,"b","a"
