"1",0.1,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.3,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.1,0.3,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.3,0.2,0.3,0.2,0.2,0.1,0.2,0.3,0.3,0.3,0.1,0.3,0.1,0.2,0.3,0.3,0.1,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.3,0.3,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.1,1,"f","c7l9ufe6"
"2",0.1,0.3,0.2,0.1,0.1,0.1,0.3,0.3,0.3,0.2,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.1,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.3,0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.1,0.3,0.2,0.1,0.3,0.2,0.1,0.3,0.3,0.3,0.1,0.3,0.2,0.2,0.3,0.3,0.1,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.3,0.3,0.2,0.2,0.2,0.1,0.3,0.1,0.3,0.1,0.1,0.2,0.1,0.3,-1,"x","-5g2"
"3",0.1,0.2,0.3,0.1,0.1,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.2,0.1,0.3,0.3,0.2,0.1,0.3,0.2,0.3,0.2,0.3,0.3,0.1,0.2,0.3,0.2,0.1,0.2,0.3,0.2,0.1,0.1,0.3,0.2,0.1,0.2,0.2,0.2,0.1,0.3,0.3,0.1,0.3,0.3,0.2,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.3,0.2,0.1,0.3,0.3,0.1,0.1,0.3,0.1,0.3,0.2,0.2,0.1,0.3,0.2,0.3,0.3,0.1,0.3,0.3,0.3,0.2,0.1,0.3,-1,"b","9fs-1-9n"
"4",0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.1,0.3,0.1,0.1,0.3,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.3,0.2,0.2,0.2,0.1,0.1,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.3,0.3,0.2,0.1,0.3,0.2,0.1,0.3,0.2,0.1,0.2,0.3,0.3,0.1,0.2,0.3,0.3,0.1,0.2,0.1,0.1,0.1,0.3,0.3,0.3,0.2,0.1,0.2,0.3,0.1,0.3,0.3,0.3,0.1,0.1,0.2,0.3,0.2,0.1,0.2,0.1,0.2,0.2,0.3,0.2,0.1,0.2,0.2,0.1,0.1,0.3,0.1,0.3,0.2,0.2,0.3,0.1,0.1,0.3,0.3,1,"h","o5-4-1s-7wp"
"5",0.1,0.1,0.2,0.3,0.3,0.3,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.3,0.1,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.1,0.1,0.2,0.3,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0.3,0.2,0.3,0.1,0.2,0.3,0.1,0.1,0.1,0.3,0.2,0.3,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.2,0.3,0.3,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.3,0.1,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.2,0.1,0.3,0.1,0.2,0.3,0.2,0.3,0.1,0.1,0.2,0.1,1,"h","rn-1a"
"6",0.3,0.3,0.3,0.2,0.2,0.1,0.2,0.2,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.3,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.3,0.1,0.3,0.1,0.3,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.1,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.3,1,"d","7dq-1tzio"
"7",0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.3,0.1,0.1,0.3,0.1,0.2,0.2,0.3,0.2,0.1,0.3,0.2,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.2,0.3,0.1,0.3,0.2,0.1,0.3,0.3,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.3,0.3,0.1,0.1,0.3,0.2,0.3,0.1,0.2,0.3,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.1,0.3,0.3,-1,"d","s0xen-84q"
"8",0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.2,0.1,0.2,0.3,0.1,0.2,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.3,0.3,0.3,0.1,0.2,0.1,0.1,0.2,0.2,0.3,0.3,0.1,0.3,0.2,0.3,0.3,0.1,0.3,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.3,0.1,0.2,0.1,0.2,0.1,0.2,0.3,0.3,0.2,0.1,0.2,0.2,0.1,0.3,0.1,0.3,0.3,0.3,0.1,0.2,0.3,-1,"w","-76yv"
"9",0.3,0.1,0.2,0.3,0.3,0.1,0.2,0.3,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.3,0.1,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.1,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.1,0.3,0.3,0.2,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.3,0.2,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.1,0.2,0.3,0.2,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.3,0,"t","7-8c"
"10",0.2,0.3,0.1,0.2,0.3,0.2,0.2,0.2,0.3,0.1,0.3,0.1,0.2,0.2,0.3,0.3,0.1,0.3,0.2,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.3,0.2,0.3,0.1,0.1,0.3,0.1,0.3,0.3,0.1,0.2,0.3,0.3,0.2,0.1,0.2,0.3,0.2,0.2,0.3,0.1,0.3,0.1,0.1,0.1,0.3,0.1,0.2,0.3,0.2,0.3,0.3,0.3,0.1,0.3,0.3,0.2,0.1,0.3,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.3,0.1,0.2,0.1,0.3,0.3,0.2,0.1,0.1,0.3,-1,"j","v68x"
"11",0.2,0.1,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.1,0.1,0.2,0.3,0.1,0.1,0.3,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.1,0.3,0.1,0.3,0.3,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.3,0.2,0.1,0.2,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.1,0.2,0.1,0.1,0.3,0.1,0.2,0.3,0.1,0.3,0.2,0.3,0.3,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,-1,"b","pzjr"
"12",0.2,0.3,0.1,0.1,0.1,0.2,0.3,0.3,0.1,0.2,0.1,0.1,0.3,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.1,0.2,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.3,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.3,0.2,0.2,0.3,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.3,0.2,0.1,0.2,0.3,0.3,0.2,0.2,0.1,0.2,0.1,0.3,0.1,0.2,0.2,0.2,0.1,0.3,0.3,0.1,0.2,0.3,0.2,0.3,0.3,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.1,0,"j","xkfbq-7i"
"13",0.3,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.2,0.1,0.2,0.3,0.3,0.1,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.1,0.2,0.1,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.3,0.3,0.2,0.3,0.1,0.2,0.2,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.1,0.3,0.2,0.3,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.1,0.3,0.2,0.1,0.3,0.2,0.1,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.3,0.3,0.2,0.1,0.2,0.2,1,"r","m60k-9-6iv"
"14",0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.3,0.1,0.2,0.2,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.1,0.1,0.2,0.1,0.1,0.3,0.1,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.1,0.1,0.2,0.1,0.3,0.3,0.3,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.3,0.1,0.3,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.2,0.2,0.3,0.1,0.2,0.1,1,"g","vkwer-4"
"15",0.3,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.3,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.2,0.2,0.3,0.1,0.3,0.3,0.2,0.1,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.3,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.2,0.2,0.2,0.2,0.3,1,"p","-3yg"
"16",0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.3,0.3,0.1,0.1,0.2,0.3,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.3,0.3,0.3,0.1,0.3,0.1,0.3,0.2,0.2,0.3,0.1,0.2,0.2,0.3,0.2,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.1,0.3,0.3,0.1,0.1,0.2,0.1,0.2,0.3,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.3,0.3,0.2,0.3,0.3,0.1,0.2,0.3,0.1,0.3,0.3,0.1,0.3,1,"d","y"
"17",0.3,0.2,0.3,0.3,0.1,0.3,0.2,0.1,0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.1,0.2,0.1,0.1,0.3,0.3,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.3,0.3,0.1,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.3,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.1,0.3,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.1,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.2,0,"v","-68oby-3"
"18",0.1,0.1,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0.3,0.1,0.3,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.2,0.3,0.2,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.1,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.3,0.1,0.2,0.3,0.1,0.2,0.3,0.3,0.2,0.1,0.2,0.3,0.1,0.2,0.1,0.2,0.3,0.2,0.3,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0,"h","cka"
"19",0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.1,0.2,0.1,0.1,0.3,0.1,0.3,0.1,0.3,0.2,0.2,0.1,0.2,0.2,0.3,0.1,0.1,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.1,0.1,0.1,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.2,0.1,0.3,0.3,0.2,0.3,0.3,0.1,0.1,0.1,0.3,0.1,0.1,0.3,0.2,0.3,0.1,0.1,0,"d","s1-6362"
"20",0.1,0.1,0.3,0.2,0.1,0.3,0.2,0.2,0.1,0.2,0.3,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.2,0.2,0.2,0.1,0.3,0.2,0.2,0.2,0.1,0.3,0.3,0.1,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.1,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.1,0.1,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.1,0.3,0.2,0.1,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.3,0.2,0.2,0.2,0.3,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.1,0.2,0.3,0.1,0.3,0.2,0.1,0.3,0.3,0.1,0.1,0.1,0.3,0.3,0.2,1,"k","o61-3qm7"
